nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
María Teresa del Navarrete,69,Glorieta de Virgilio Viana 8 Puerta 0 ,Melilla,Santa Cruz de Tenerife,21723,153.671550,83.1311825
Silvia Pastor Beltran,49,Camino Piedad Carreño 26,Huesca,Málaga,26217,-84.588399,89.1903785
Jordana Carreras,50,Urbanización de Moisés Heras 52,Ciudad,Almería,32396,-55.818712,-65.2266995
Marta Reyes Samper Quiroga,34,Rambla de Inés Pintor 51 Puerta 3 ,Murcia,La Coruña,04233,161.870417,-33.5818375
Oriana Teruel Barros,64,Calle de Bárbara Sobrino 610 Piso 8 ,La Coruña,Badajoz,27384,29.823524,59.950603
Urbano Solano Paredes,59,Paseo Gerardo Campillo 22 Piso 6 ,Segovia,Burgos,20938,57.391128,-88.1595055
Martin Duque Perez,76,Urbanización de Ale Zapata 13,Murcia,Málaga,01584,-147.533824,4.893175
Leoncio Agudo,76,Via de Roberta Donaire 89,Tarragona,Alicante,39032,165.985742,6.386605
Bautista Gras,49,Avenida de Lupita Bermúdez 6,Santa Cruz de Tenerife,Girona,49063,-59.747959,-23.6331905
Carlos Aliaga-Ojeda,19,Calle Evita Pina 3,Salamanca,Cuenca,35578,-80.707613,-60.495759
Guadalupe Georgina Amor Aller,74,Paseo de Pancho Ferrera 7,Álava,Cantabria,45174,-9.825558,-70.986925
Virgilio de Conde,57,Avenida de Estela Nicolás 3,Jaén,Navarra,07545,154.495795,-64.725457
Estela Fabra Camino,57,Alameda Ruben Chico 97,Barcelona,Guadalajara,46147,-28.254952,47.135754
Angélica Sastre-Coca,21,Camino Julio César Pineda 18,Pontevedra,Sevilla,12056,128.252077,-16.4890045
Marina Esteve-Moliner,28,Rambla Micaela Gallo 10,Salamanca,La Coruña,13985,5.822717,-35.5997615
Amelia Muñoz Roma,54,Pasaje de Guiomar Benito 1 Apt. 94 ,Guadalajara,Sevilla,14766,-34.277039,-88.0439545
Fito Gabaldón Pedro,36,Vial de Lorena Varela 298,La Coruña,Toledo,03849,55.716346,20.3420335
Modesto Donoso Salom,50,Avenida de Agustina Porras 478 Puerta 0 ,Melilla,La Rioja,46159,-101.578579,87.433289
Gustavo Ferrándiz Álamo,52,Ronda de Ana Soria 90 Apt. 83 ,Lugo,Zamora,03187,-117.572700,11.0598815
Feliciano Cuesta Ferrán,61,Vial de Manu Gordillo 869 Puerta 0 ,Barcelona,Albacete,44699,-170.980327,-10.692193
Mamen Pol,22,Paseo de Blas Luz 20 Puerta 1 ,Girona,Cantabria,49271,32.736167,46.3930935
Pancho Casanova Pablo,65,Cañada Valentina Moles 22,Álava,Lleida,04200,-95.381759,36.085004
Clotilde Vélez-Campos,76,C. de Elodia Gonzalez 38 Piso 0 ,Valladolid,Tarragona,10177,-179.281785,60.8116855
Mariana Amat Cervera,66,Camino Gastón Flores 31 Apt. 09 ,Pontevedra,Cáceres,12579,-155.275756,17.2320065
Alberto Acero Portillo,62,Glorieta de Eliana Blanco 14 Piso 2 ,Ourense,Lugo,04287,128.114518,55.808891
Jacobo Sergio Borja Rosa,28,Ronda Vasco Jove 3,Ávila,Álava,10035,-79.991163,32.2903435
Susanita Domingo,27,Avenida de Jose Ignacio Manjón 48 Puerta 7 ,Navarra,Albacete,45124,-96.980669,-57.3100445
Pastor Porta Hurtado,22,Ronda Renato Benavente 27 Piso 3 ,Soria,Teruel,51573,25.944969,84.3197275
Aitor de Ródenas,57,C. Xiomara Leal 266 Puerta 4 ,Tarragona,Navarra,16749,77.784599,63.5030975
Leoncio Aroca Huguet,29,Cuesta Felicidad Cal 91 Piso 8 ,Cantabria,Palencia,11441,-92.707137,-88.8513145
Maximiliano Catalán Somoza,69,C. de Seve Padilla 43 Puerta 5 ,Segovia,Santa Cruz de Tenerife,44171,108.839676,25.845943
Fátima Valenciano Cabrera,19,Via de Nayara Estevez 76,Zamora,Barcelona,23226,16.104773,-89.659082
Fabricio Nicolás,23,Callejón de Timoteo Castrillo 83 Piso 9 ,Málaga,Huelva,04761,-59.940512,18.614100
Lázaro Quero Landa,46,Calle Nilda Correa 3,Murcia,Almería,37740,98.358531,19.572625
Marcos Rincón Diaz,77,Cañada de Andrés Aliaga 65,Soria,Granada,46452,-22.608971,-53.488776
Felicidad de Guzman,60,Acceso de Armando Polo 71 Apt. 49 ,Zamora,Soria,42916,165.461295,-40.662203
Julie Alberto,18,Via de Paulina Anguita 9,Zaragoza,Cantabria,42138,-131.646380,-53.5392895
Yago Aliaga Almagro,40,C. de Jose Francisco Juárez 995 Puerta 8 ,Lleida,Vizcaya,07546,-98.447990,-11.0255485
Merche Gimeno Pomares,44,Vial de Aurelio Cepeda 73,Zaragoza,Huesca,08166,-2.347446,28.168821
Jesús del Agustí,44,Camino de Duilio Cuervo 12 Piso 4 ,Ourense,La Coruña,20154,13.624612,82.373203
Trinidad Novoa-Fajardo,40,Acceso Albert Azcona 71,Murcia,Teruel,08429,-91.333951,-56.3965265
Olimpia Duarte-Palomares,75,Callejón de Édgar Ramos 7,Melilla,Santa Cruz de Tenerife,44205,-96.775630,-81.8105265
Luis Moliner Macias,46,Urbanización de Tristán Cerdán 11 Piso 3 ,Soria,Ávila,45003,-95.152231,55.2540195
Cirino Herranz Álamo,78,Alameda Maristela Castro 20,Alicante,Palencia,23236,-140.553616,29.6710865
Roberta Rivas,34,Paseo Moisés Gómez 710 Piso 4 ,Cáceres,Navarra,27453,152.192064,-85.189760
Almudena Priscila Barragán Montaña,74,Ronda David Bustos 854,Baleares,Vizcaya,05479,-169.363397,-44.481133
Dominga Montesinos Pallarès,71,Cuesta de Itziar Sarmiento 299,Soria,Tarragona,44807,179.727466,-42.9625725
Abraham Calatayud Pinedo,45,Vial de Liliana Bermudez 81,Castellón,Guadalajara,18008,-110.875393,-58.1109065
Jose Angel de Camino,55,Alameda Bibiana Castejón 551 Puerta 3 ,Granada,Segovia,35912,-53.229310,-25.2858075
Mohamed Infante Páez,22,C. Belen Tomé 21 Puerta 3 ,Palencia,Pontevedra,48463,41.188084,58.695667
Patricio del Lluch,80,Alameda Edelmira Sevillano 39,Melilla,Álava,44505,-19.668242,-22.9630655
Toni Aznar Morcillo,27,Vial de Chuy Roma 16,Girona,Pontevedra,26342,-24.001106,58.2384045
Rosa del Alonso,34,Camino de María José Molins 55,Melilla,Melilla,06331,157.400689,63.485018
Valentín Jose Francisco Sebastián Guardia,27,Acceso de Borja Palacios 7 Apt. 95 ,Murcia,Ávila,11086,-9.210842,34.615268
Ana Sofía Pinto-Vélez,41,Cañada Lupe Lledó 68,Toledo,Vizcaya,03217,62.727648,52.309971
Adelina Dominguez Peiró,19,Rambla de Anabel Morata 73 Puerta 6 ,Guadalajara,Huesca,22108,116.599326,-16.535711
Samuel Nicolás Campoy Cervantes,18,Alameda Juan José Torre 7 Puerta 0 ,Málaga,La Rioja,24760,-63.827699,-59.513150
Agustina Chacón,40,Avenida de Victorino Bernat 71 Puerta 3 ,Teruel,Castellón,12295,-98.155098,-66.196050
Evelia Sevilla Salgado,19,Pasadizo Dimas Barceló 1 Apt. 48 ,Granada,Santa Cruz de Tenerife,20033,46.977392,54.635523
Luciano Dionisio Cantero Ramírez,21,Acceso de Gerónimo Melero 57,Sevilla,Huelva,48061,-67.612866,44.1758565
Santos Giménez,71,Glorieta de Jordana Arce 29,Zaragoza,Ávila,43222,49.992859,43.462278
Rafael Duarte Llobet,22,C. Quirino Amorós 90 Apt. 92 ,Baleares,Guadalajara,12193,69.515103,40.6288525
Ramón Izaguirre Dominguez,75,Callejón Ildefonso Sedano 135 Puerta 3 ,Badajoz,Huelva,06529,-125.093420,52.8219675
Victor Manuel Álvarez Ruano,39,C. de Benito Coronado 5,Guipúzcoa,Burgos,02033,-73.777767,68.975256
Eva María Pinilla Teruel,26,Camino de Angelino Gallego 599,Burgos,Jaén,22360,28.339407,81.1083205
Iván Pizarro-Amador,76,C. de Julián Miranda 55 Apt. 37 ,Burgos,Vizcaya,15575,15.307466,-1.5169655
Blanca Martín Navas,30,Vial Aura Castell 86,Huelva,Barcelona,23988,45.200395,61.206229
Guillermo Franch Salgado,18,Callejón de Noa Romero 73,Baleares,Jaén,04670,6.399524,36.3756895
Merche Melisa Coello Nuñez,25,Callejón de Felix Méndez 42,Girona,La Rioja,04944,-157.986900,-21.2115805
Regina Capdevila Segovia,70,Plaza Visitación Berenguer 51,Ciudad,Ourense,08589,-86.486617,48.795523
Jose Angel Escolano Cañizares,75,Callejón de Lilia Montes 74 Puerta 9 ,Guipúzcoa,Santa Cruz de Tenerife,08865,-13.890884,82.118786
Emilio Ródenas Huerta,52,Ronda Nazaret Romero 475 Puerta 3 ,Cuenca,Zamora,38459,-44.600256,40.775181
Melchor del Coll,76,C. Sonia Burgos 1 Puerta 5 ,Zamora,Zamora,32417,81.549185,15.6124515
Blanca Guzmán Rodrigo,18,Pasadizo Ximena Ribes 52 Piso 7 ,Granada,Asturias,50908,-66.910453,35.418876
José Luis Gimeno Corbacho,30,Pasadizo Constanza Collado 391 Puerta 4 ,Cádiz,Castellón,01664,53.076088,-43.026809
Jenny Aragonés Alegre,46,Cañada Calisto Villena 39,Álava,Tarragona,48521,124.686441,84.796703
Jacinto Andrés Felipe Valentín Torre,76,Via de Azeneth Valcárcel 57 Puerta 2 ,Alicante,Zamora,49618,-156.005302,43.9958975
Abril del Monreal,65,Via Sebastián Zurita 17,Teruel,Asturias,44865,9.484462,17.939913
Elías del Madrid,79,Rambla Zaira Roldan 89 Puerta 3 ,Ciudad,Zaragoza,29903,-76.014062,-58.378333
Fabiola María Jesús Carbonell Cerdán,47,Pasadizo de Amalia Esteve 149 Apt. 85 ,Salamanca,Valladolid,11616,141.301880,-8.6793295
Leandra Barral Heras,64,C. de Diego Rivas 35,Santa Cruz de Tenerife,Lugo,43905,81.043394,20.9033575
Buenaventura Campoy Uriarte,49,Avenida Feliciana Lucas 68 Piso 8 ,Valencia,Lleida,34486,-130.325460,-74.197127
Cloe del Pol,31,Pasaje de Amor Exposito 3 Apt. 65 ,Cádiz,Huesca,12178,138.426162,-73.463843
Simón Ayala-Cifuentes,27,Cuesta Clotilde Gutierrez 562 Puerta 1 ,Lugo,Cádiz,07737,107.102065,73.809005
Rosalina Silva Oller,40,Cañada Filomena Núñez 73 Piso 2 ,Segovia,Badajoz,11315,53.802260,-38.1892795
Adalberto Pinedo Izaguirre,52,Vial de Rodolfo Heras 599,Lugo,Guadalajara,47795,45.445228,-63.8146965
Loida Pozuelo Cámara,73,Cañada Ángela Company 57 Puerta 0 ,Melilla,Navarra,10492,136.086539,49.535534
Azeneth Vendrell Bueno,37,Callejón Flor Cisneros 6,Valencia,Melilla,10243,-97.972028,65.3168635
Gerardo Abascal Gabaldón,59,Paseo Tamara Moreno 37,La Rioja,Valencia,32805,-112.514394,-26.8679615
Angélica Pujadas Garrido,54,Plaza Jacobo Benito 913,Melilla,Córdoba,46941,177.798580,67.627560
Mauricio Andrés Blazquez,56,Cañada Adrián Berenguer 57,Burgos,Granada,14973,-59.006111,-39.469535
Mar de Camps,62,Paseo de Ágata Urrutia 91 Puerta 1 ,Ourense,Girona,24627,-120.207244,19.1871015
Nicanor Hoz Córdoba,22,Vial Teo Peña 95,Ourense,Almería,31015,-36.535240,41.695003
Iván Acevedo Espejo,28,Plaza de Belén Poza 69,Sevilla,Lugo,03773,-62.633341,-25.167587
Jonatan Lumbreras Perez,50,Callejón Aránzazu Díez 254 Puerta 6 ,Valladolid,Valencia,43390,-33.583652,81.8571155
Adán Curro Benitez Roura,45,Alameda Jordi Cid 85 Apt. 53 ,Guipúzcoa,La Coruña,37433,134.013250,64.665308
Marisela de Llamas,58,Ronda de Marcia Pol 55,Guipúzcoa,Navarra,13267,-86.077711,27.906504
Maite Casal Vilaplana,32,Vial Abilio Caballero 42,Almería,Almería,41473,60.566701,19.1445295
Isabel Miralles Jerez,43,Ronda de Balduino Fajardo 36 Puerta 6 ,Álava,Guadalajara,46811,172.257919,4.702303
Áurea Ponce Carro,36,Paseo de Juanito Garrido 902 Puerta 6 ,Zaragoza,Huelva,10589,10.377724,-65.0164515
Adelardo de Solé,67,Camino de Micaela Osuna 85 Puerta 5 ,La Rioja,Cádiz,03959,-168.383952,-6.9478445
Ana Arjona Briones,23,Glorieta de Clotilde Rocha 150,Ourense,Santa Cruz de Tenerife,08127,61.836402,-42.9290475
Edu Castells Cruz,42,Calle de Quirino Benet 27 Piso 1 ,Vizcaya,Toledo,19108,133.084996,-1.7060155
Amalia Pozo Almazán,46,Calle de Manola Delgado 4,Melilla,Navarra,14122,-177.648533,50.333322
Tecla Yéssica Mercader Oliva,49,Plaza Pablo Sanmartín 302,Huelva,Guipúzcoa,50000,162.350563,25.9641875
Petrona Gallo Ferrán,73,Via Pastor Solera 25 Puerta 2 ,Cuenca,Palencia,46981,-116.358020,37.336864
Evangelina Olivia Puig Barba,39,Urbanización de Maite Recio 41,Teruel,Álava,45056,122.154523,-61.8001945
Sarita Mesa Lumbreras,36,Paseo Macarena Barros 81,Toledo,Badajoz,11503,-140.287054,-18.7503215
Ágata del Cerro,50,Pasaje Yago Piñol 2,Alicante,Badajoz,40939,83.996548,-21.8417795
Eleuterio Martín Ibáñez Carreras,36,Vial de Domitila Estevez 21,La Rioja,Teruel,01083,-115.375259,27.3015485
Valeria Escribano,26,Via de Amílcar Pulido 82 Puerta 1 ,Girona,Albacete,08349,52.696908,-18.209895
Graciano Conde,26,Ronda Artemio Terrón 21 Puerta 8 ,Baleares,Navarra,24389,60.930321,-36.5874165
Soraya de Uribe,62,Ronda de Lilia Arteaga 139 Apt. 87 ,Cantabria,Navarra,09037,7.251739,72.5914315
Salomón Blanes,28,Pasaje Amanda Pérez 149 Piso 4 ,Jaén,Cantabria,01925,51.908296,21.1469985
Dalila Pozuelo Castillo,80,Acceso Asdrubal Bueno 1,Granada,Ávila,15288,-63.637968,57.1469265
Goyo Manuel-Cáceres,66,Plaza de Tristán Hervás 45 Puerta 2 ,Las Palmas,Ávila,19686,124.099093,4.091142
Pastor de Vila,43,Ronda de Pepe Morillo 9 Apt. 48 ,Barcelona,Teruel,02739,-64.975567,-57.2185785
Leyre Iñiguez,68,Pasadizo Aroa Zabala 765,Almería,Segovia,31427,-52.289382,-54.974084
Maite Pérez Lloret,64,Plaza Pepito Montesinos 15 Puerta 5 ,Asturias,Soria,46412,-21.899505,20.991493
Godofredo Nogués Rocha,47,Acceso Gabriela Alfaro 327,Navarra,León,30237,-54.610526,-19.2036605
Carmelita Torrent Figuerola,70,Pasadizo de Ángel Bautista 52,Asturias,Tarragona,38175,-76.670415,-35.8107125
Camilo de Lladó,75,Acceso Pelayo Valero 58 Piso 8 ,Girona,Lugo,04853,93.869598,43.2737145
Leonor Gomis,52,Pasaje de Pablo Páez 3 Apt. 06 ,Vizcaya,Valencia,14455,-61.035668,-6.0493125
Catalina Cánovas Chamorro,30,Callejón de René Teruel 8,Palencia,Madrid,06189,57.587784,-26.328424
Carina del Ponce,54,Vial Celestina Asensio 678,Guipúzcoa,Tarragona,37604,89.149313,15.2017375
Gala Llopis Flor,33,Pasadizo de Zaira Berrocal 49 Puerta 4 ,Palencia,Teruel,50894,159.899307,35.8696375
Eva Ariño Hernandez,34,Rambla de Fernando Somoza 470,Badajoz,Valencia,18029,-123.660737,-79.1199075
Modesta Andres Muñoz,72,Camino de Zaida Acero 584,Alicante,Melilla,33384,75.672538,16.8035295
Ulises Seguí Valenciano,18,Rambla de Hector Amigó 5 Piso 6 ,Madrid,Málaga,26886,-19.011992,-37.831924
Horacio Vera Canales,80,Vial de Benigna Bou 79,Huelva,Palencia,04160,68.327946,-14.721216
Elías de Frías,23,Alameda de Eli Jerez 26,Albacete,Zamora,12756,-67.052311,66.2270595
Erasmo del Sales,31,Urbanización Ibán Nogueira 72 Puerta 3 ,Guipúzcoa,Valencia,36661,157.970208,21.7210075
Ángela del Baró,64,C. Vicenta Díaz 31,Barcelona,Cáceres,16848,-157.120278,-7.319968
Jacobo Gallo Morales,73,Plaza María José Silva 74,La Coruña,Murcia,19149,34.205174,-67.196646
Magdalena Paz España,34,Pasaje de Jordán Noriega 8 Apt. 16 ,Sevilla,Murcia,16714,-11.536556,16.0427545
Cayetana Egea-Domínguez,78,Camino de Chus Viñas 74,Alicante,Ciudad,25826,-119.779707,30.3474565
Sebastian Diego Duarte Cruz,71,Acceso Fabián Murillo 63 Piso 5 ,Asturias,Jaén,07740,-22.406648,84.808312
Horacio Monreal Caro,39,Rambla de Blas Lloret 18,Ceuta,Zaragoza,17084,98.642907,-33.179286
Joaquina Iglesias Agustí,33,Paseo de María Barberá 70,Ciudad,Valencia,13902,-82.867615,72.054069
León Cantón,45,Pasaje de Isaac Arregui 88 Apt. 87 ,Ceuta,Burgos,35748,-93.668598,-87.5107665
Octavia Royo Bayona,71,Glorieta Lupe Amigó 6 Piso 7 ,Madrid,Albacete,11201,109.018463,-87.8349385
Paola Rosalva Toledo Toledo,32,Pasadizo de Prudencia Perelló 62 Puerta 2 ,Jaén,Barcelona,22258,65.501186,-5.958118
Julie del Blanes,67,Callejón de Amaro Lorenzo 23 Apt. 83 ,Córdoba,Guadalajara,46553,167.010353,-21.7972195
Regina Villa Barreda,58,Paseo Olivia Costa 58,Girona,Cáceres,30029,-102.652627,51.3608085
Buenaventura Arévalo,53,Urbanización Guiomar Varela 37,Asturias,Pontevedra,13682,-176.281041,0.187409
Claudia Ríos Herrero,30,Avenida de Timoteo Amador 4,Santa Cruz de Tenerife,Huesca,34170,-46.504116,-77.983238
Pascual Requena Roda,69,Cuesta de Rebeca Sastre 93 Puerta 0 ,Ávila,Huesca,41049,-163.844446,39.2850485
Prudencia Javiera Vergara Pablo,42,Rambla de Ale Luque 96,Cádiz,Soria,31180,-151.079734,-30.8139585
Pascuala Landa Zamorano,59,Rambla Rebeca Ibañez 152 Piso 4 ,Granada,Cádiz,31427,-41.687688,-36.3576775
Adela Clavero Planas,35,Cuesta Ximena Puga 385,Huelva,Lleida,36524,44.917615,-76.871826
Matías Bermejo Pablo,26,Via Pelayo Crespo 67,Asturias,Madrid,19375,96.154271,43.183013
Pancho Rueda Giner,61,Acceso Candelario Bou 87,Ourense,Salamanca,46102,-165.276447,-30.0560395
Cebrián Sobrino Bas,78,Cañada de Ale González 78 Puerta 1 ,Ceuta,Granada,17659,77.048116,-30.6505735
Mauricio Naranjo Goñi,25,Vial Rogelio Bermúdez 84,Lleida,Madrid,17405,-89.124288,-37.8710295
Carlito Segovia Calatayud,78,Cuesta Belén Antúnez 3,Salamanca,Tarragona,46474,-160.078765,-49.526443
Rita Bernal Juliá,25,Pasadizo de Ezequiel Tudela 107 Puerta 6 ,Valencia,Girona,07847,61.153249,-23.592901
Belén Ortuño Isern,26,Rambla Celia Cardona 59,Melilla,Asturias,47527,144.965242,66.1662585
Cándido Verdejo Cánovas,43,Alameda de Luz Padilla 30 Apt. 48 ,Huelva,Teruel,10921,-113.111416,57.325448
Amado Capdevila Velázquez,64,Vial Aurelio Alonso 13 Apt. 05 ,Burgos,Las Palmas,27577,-25.460959,-13.524469
Anabel Olivares Cañas,71,Cañada de Casemiro Cases 249 Piso 4 ,Lugo,Badajoz,23338,-116.800568,3.2248825
Nicolás Ángel Batalla,24,Urbanización de Perlita Aguado 47,Guadalajara,Castellón,01537,25.893072,-23.5469215
Ariel Navarro-Cifuentes,34,Cuesta Fabio Tur 94 Puerta 8 ,Asturias,Granada,02929,-175.488830,35.0362885
Yolanda Aranda Sala,37,Glorieta de Adolfo Gual 72,Tarragona,Ourense,01076,-162.233304,19.6899235
Ibán Quero Ibañez,30,Camino Lisandro Salgado 51,Lleida,Valencia,08328,44.350862,76.579604
Raquel Sabater Ramos,24,Paseo Natalia Fortuny 93,Valladolid,Girona,22959,7.323462,17.386027
Fátima de Morante,40,Rambla de Cayetano Barrios 96,Lugo,Cádiz,05845,93.903422,-69.862657
Nidia Concha Cuenca Guillén,75,Acceso Juana Camino 86,Teruel,Palencia,27163,-152.635745,37.3770545
Rosa María Casandra Lastra Higueras,69,C. de Luis Miguel Santiago 719 Piso 0 ,Lleida,Teruel,43090,109.004313,77.4098425
Alondra Salom Juliá,23,Urbanización Damián Solsona 4,Málaga,Madrid,30327,-78.041580,0.8216005
Ciriaco Benitez-Milla,21,Cuesta de Juan Rivas 941 Puerta 3 ,Palencia,Jaén,01140,158.487304,28.0303355
Victor Campillo Cepeda,34,Callejón de Juan Carlos Noriega 38,Burgos,Cádiz,42314,41.730813,-43.8798025
Alfonso de Barranco,28,Rambla Mateo Moles 11,Tarragona,Palencia,35680,100.322779,-6.7239495
Angelina Calixta Castillo Gelabert,59,Via Casandra Andrés 236,Girona,Tarragona,30506,23.581020,-56.1531725
Anastasia Chamorro Monreal,26,Ronda Esteban Higueras 6 Puerta 5 ,Murcia,Málaga,47700,20.181149,-83.175508
Ángela del Arteaga,62,Vial Fabio Cepeda 33 Apt. 64 ,Barcelona,Baleares,51934,-135.302839,-31.038992
Ciro Álvarez-Donaire,31,Pasaje Roberta Patiño 62,Santa Cruz de Tenerife,Huelva,07489,-43.002103,63.100616
Mamen Ariño,66,Callejón Purificación Nogueira 68 Puerta 0 ,Guadalajara,Ceuta,26809,89.499951,73.6608205
Bautista Franco-Royo,73,Acceso Dolores Ojeda 63 Piso 9 ,Cuenca,Ceuta,46907,-9.621109,75.1337625
Leonel del Vega,47,Calle de Maricruz Estévez 33 Puerta 5 ,Barcelona,Lleida,38341,-175.093811,47.640721
Ainara Marta Armas Madrid,53,Rambla de Jafet Villaverde 65 Piso 5 ,Huelva,Cuenca,47028,-97.277983,41.104561
Elpidio Espinosa-Anaya,75,C. de Benito Goicoechea 2 Piso 9 ,Santa Cruz de Tenerife,Huelva,17400,3.510699,82.183104
Ramona Rosaura Moll Serrano,50,Pasaje de Victoriano Roura 44,Valladolid,Granada,50682,113.442214,-89.4537555
Cayetano Alegria,38,Rambla de Yolanda Bermúdez 10 Puerta 5 ,Albacete,Vizcaya,36345,-79.594593,-15.502577
Duilio Puerta Torralba,37,Vial Gregorio Avilés 34,Zamora,Asturias,05202,88.306280,-30.2550265
Dani Arana,28,Acceso de Gracia Moliner 3 Piso 7 ,Cantabria,Vizcaya,20662,-101.741396,-53.7727345
María Luisa Alba Menéndez Campillo,52,Cuesta Andrés Felipe Ribas 88,Alicante,Murcia,42310,107.798937,24.9644165
Jose Luis Marcos Arranz,70,Alameda Silvio Villaverde 62,Sevilla,Huesca,32504,177.056628,-8.4482035
Anna Salazar,75,Vial Olivia Rojas 37 Apt. 38 ,Asturias,Lleida,01585,36.694861,-71.446106
Agustina Áurea Donoso Juárez,35,Glorieta Flor Carretero 403 Apt. 23 ,Asturias,Guadalajara,36409,53.274425,69.158092
Amílcar Jaén Portillo,44,C. de José Mari Gallo 92,Lleida,Álava,02240,-35.427776,-85.7853905
Susana Vidal Iñiguez,37,Paseo de Estrella Ramos 49 Puerta 6 ,Cáceres,León,43943,-142.842883,-34.184928
Silvia Sanchez,68,C. de Cosme Garrido 2 Piso 0 ,Ourense,Almería,51964,-110.394635,-57.327197
Lalo Sanmiguel Pujadas,39,Rambla Anunciación Llorens 891 Piso 3 ,Álava,Barcelona,35271,-156.170847,-19.9930385
Benito Calzada Gonzalez,51,Urbanización de Jose Ramón Vizcaíno 50,Segovia,Girona,18972,-94.174562,-34.080033
Manuela Corominas,24,Acceso de María Ángeles Correa 52,Santa Cruz de Tenerife,Toledo,50473,-96.837307,61.172485
Ester de Cárdenas,60,Alameda Anita Alcaraz 815,Huelva,Madrid,37139,129.266505,85.0725995
Jonatan Español Torre,69,Ronda Macaria Rivas 98,Asturias,Cádiz,07732,-129.113305,75.9370135
Florencia Menéndez,59,Callejón de Macarena Arribas 92,Burgos,Álava,02856,89.297763,-33.0795385
Narciso Pina Luján,42,Vial de Visitación Boada 269,Navarra,Córdoba,15961,-11.708421,44.555663
Santos Escamilla Robledo,46,Vial de Gisela Juliá 35,Toledo,Valencia,11236,-124.573624,-65.7634035
Febe Villar Mínguez,38,Avenida Sarita Talavera 20 Apt. 82 ,Vizcaya,Valencia,18370,16.350412,-61.9942865
Joan Solera Ramis,75,Alameda Augusto Alemany 281,Cáceres,Córdoba,31419,-51.412811,-62.9816015
Gerónimo Domingo Rico,79,Avenida de Efraín Caro 517 Puerta 4 ,Ávila,Huesca,14269,111.899154,-28.405282
Rafa Acevedo Estrada,67,Cañada Marisol Martín 2 Apt. 30 ,Guipúzcoa,Soria,17585,159.220711,5.366669
Elpidio Escolano Escribano,44,Pasadizo de Emigdio Quevedo 7,Asturias,Teruel,44491,164.886261,51.066830
José Manuel Cepeda Morcillo,25,Rambla de Reyna Julián 9 Apt. 74 ,Cádiz,Santa Cruz de Tenerife,23556,-85.465638,78.970629
Fortunata Sánchez,37,C. Alfredo Cantero 1 Piso 4 ,Asturias,Teruel,30746,-159.541219,42.4849055
Félix Caballero-Granados,26,Pasaje de Nidia Catalán 96,Murcia,Valladolid,25516,87.369072,13.8534885
Isidora Vazquez Vargas,74,Ronda de Almudena Rebollo 234 Apt. 89 ,Valencia,Baleares,27151,-11.167685,73.880500
Alexandra Lumbreras Castejón,54,Cañada Raquel Girón 67,Lleida,Tarragona,27408,86.033964,62.4427505
Buenaventura Gascón Blanco,73,Pasaje de Clara Jiménez 33 Apt. 36 ,Valladolid,Álava,05559,-40.330187,-2.330564
Narcisa Yáñez Báez,72,C. de Cristóbal Blasco 1 Piso 1 ,Segovia,Madrid,33295,-158.067593,-50.934866
Buenaventura Catalán-Nicolau,69,Via Úrsula Blanco 95,Cantabria,Cuenca,48398,142.575466,-27.8827715
Palmira Campos Riba,37,Pasadizo de Diana Bernat 93 Puerta 5 ,La Coruña,Jaén,18491,29.675492,26.251171
Lisandro Artemio Avilés Bosch,40,Acceso de Rico Arranz 98,Navarra,León,34826,-75.057837,80.111520
Xavier Hurtado Doménech,67,Ronda Charo Sacristán 2,Navarra,La Rioja,33691,-167.242196,-46.0119845
Serafina Calvet Fonseca,51,Via de Celestina Gil 99 Apt. 83 ,Girona,Valladolid,51558,-12.348607,81.844626
Desiderio Chico,77,Pasadizo Fito Cabrera 85 Apt. 28 ,Madrid,Cuenca,33994,-128.969161,-40.2478455
Agustina Anunciación Nogués Fiol,24,Camino Carmelo Méndez 25 Puerta 8 ,Pontevedra,Melilla,51256,-95.009623,9.318040
Brunilda Riera,51,Pasaje Ambrosio Marti 67 Piso 9 ,Cádiz,Guadalajara,36502,83.427033,68.8807115
Américo Macias Noriega,63,Acceso Lupe Gisbert 29,Huesca,Lugo,11124,-100.322775,63.164369
Aurora Ángel-Cervera,49,Callejón Fernanda Manzano 52 Puerta 4 ,Cantabria,Cuenca,22870,-16.049885,-86.827286
Regina Amor Neira Taboada,43,Plaza Onofre Pellicer 101,Almería,Cuenca,25591,167.378201,-57.1270645
Leoncio Salvador Bayo,43,Alameda Manolo Jordá 40,Álava,Granada,18059,-124.463697,-36.889420
Jose Ramón Cuenca,75,Plaza de Salomón Cases 3,Tarragona,Ávila,47702,28.096194,14.155355
Catalina Mendez Castro,27,Calle Eusebia Riquelme 744 Puerta 4 ,Segovia,Las Palmas,20358,-56.156765,-80.525067
Matías del Osorio,19,Plaza Javier Viña 17 Puerta 2 ,Castellón,Navarra,14506,132.544767,-13.3841325
Calisto Abellán Valverde,33,Callejón de Marina Arjona 90 Piso 7 ,Murcia,Lugo,18849,41.214392,-52.5850625
Jose Angel Echeverría,69,Cañada Jose Ignacio Campoy 22,Badajoz,Guadalajara,14237,-44.494630,71.925510
Marianela Roca Hervia,32,Pasadizo de Dora Sales 9 Puerta 1 ,Ourense,La Rioja,44095,-168.031349,-43.5953255
